,Time,Topics,Articles,Names,Source
23,2/24/2022,Ukraine war flashes neon warning lights for chips,"Russia’s invasion of Ukraine  read more  by land, air and sea risks reverberating across the global chip industry and exacerbating current supply-chain constraints. Ukraine is a major producer of neon gas critical for lasers used in chipmaking and supplies more than 90% of U.S. semiconductor-grade neon, according to estimates from research firm Techcet. About 35% of palladium, a rare metal also used for semiconductors, is sourced from Russia. A full-scale conflict disrupting exports of these elements might hit players like Intel , which gets about 50% of its neon from Eastern Europe according to JPMorgan.The pain won’t fall evenly. ASML (ASML.AS), which supplies machines to semiconductor makers, sources less than 20% of the gases it uses from the crisis-hit countries. Companies may turn to China, the United States and Canada to boost supplies, says JPMorgan. But this may be a slow path. Although the chipmaking industry was able to manage an increase in neon prices stemming from the 2014 Crimean crisis, the scale of today’s conflict looks much larger. (By Lisa Jucca)Follow @Breakingviews on TwitterRegister now for FREE unlimited access to Reuters.comRegister(The author is a Reuters Breakingviews columnist. The opinions expressed are their own.)(This story refiles to fix typo in last paragraph.)Capital Calls - More concise insights on global finance:Lloyds CEO’s growth push looks like a sideshow  read more Qantas upgrades employees to equity class  read more Activist wins despite Macy’s rebuff  read more Rio’s black marks obscure its dividend dazzle  read more Milk powder marketing leaves sour taste in China  read more Register now for FREE unlimited access to Reuters.comRegisterEditing by Neil Unmack and Karen KwokOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Neil Unmack, Lisa Jucca, JPMorgan, Register",reuters
24,2/24/2022,"Viewsroom: Russia and Ukraine, Credit Suisse woes","As President Vladimir Putin launches the biggest attack on a European state since World War Two and the West prepares its response, Dasha Afanasieva and Gina Chon discuss what comes next. And Liam Proud explains how an embarrassing data leak is the Swiss bank’s latest headache.Follow @peter_tl on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)export const sampleFunction = props => \n    props.isValid ? props.value : props.error;Register now for FREE unlimited access to Reuters.comRegisterEditing by Sharon LamOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Dasha Afanasieva, Sharon, Vladimir Putin, Gina Chon, Liam Proud",reuters
25,2/24/2022,"Russia gets the Huawei treatment, on steroids","Russia is getting an uber taste of what it’s like to be Huawei. The U.S. government said on Thursday it will cut the country off from American microchips, telecoms gear and other items. It’s a more wide-ranging version of the trade curbs that hobbled China’s telecommunications giant and could sting the Russian economy more than financial sanctions.Russia’s invasion of Ukraine  read more  has provoked sweeping penalties from Washington and its allies. The country’s biggest financial firm, Sberbank (SBER.MM), can no longer use U.S. counterparts to transfer money. Another bank, VTB (VTBR.MM), faces harsher sanctions that include freezing U.S. assets.Extensive export controls may prove even more troubling for Russian President Vladimir Putin. American businesses that sell certain products to Russian entities are now effectively banned from doing so unless they obtain licenses, which will mostly be denied. Those items include computers, information security gear, lasers and sensors. The curbs are designed to include foreign goods produced using U.S. equipment, software and blueprints. The U.S. Commerce Department said it is the most comprehensive application of restrictions targeting a single nation.Register now for FREE unlimited access to Reuters.comRegisterHuawei's experience shows the pain these limits can cause. Citing national security concerns, Washington campaigned to turn the group into an international pariah. Isolated from American suppliers, though not blocked as thoroughly elsewhere as the Ukraine-related sanctions may achieve, the company said in December it expected a nearly 30% drop in revenue in 2021 compared to the previous year.Putin needs sophisticated semiconductors for the government-controlled internet he wants to build. And Russia's burgeoning technology sector could suffer, including New York-listed Yandex (YNDX.O), which started life as a search engine and expanded to food delivery, shopping, taxis and other services, or e-commerce group Ozon (OZON.O) which listed in New York in 2020. Russians might also find their president's war less palatable if, among other hardships, they find it’s more difficult to buy the smartphones they want.For the West, export restrictions have the benefit of spurring less economic blowback than the harshest financial sanctions might produce for banks, investors and the energy sector. The impact for Russia could be like Huawei, but on steroids. Whether even that's enough to deter Putin is another question.Follow @GinaChon on TwitterFollow @dasha_reuters on Twitter(The authors are Reuters Breakingviews columnists. The opinions expressed are their own.)CONTEXT NEWS- The United States government said on Feb. 24 that it is imposing export controls on various technology items after Russia invaded Ukraine.- U.S. companies must obtain a special license to export certain items to Russia. They include chips, computers, telecommunications gear, information security equipment, lasers, and sensors.Register now for FREE unlimited access to Reuters.comRegisterColumn by Gina Chon in Washington and Dasha Afanasieva in London; Editing by Richard Beales and Sharon LamOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.""","Dasha Afanasieva, Richard Beales, Vladimir Putin, Gina Chon, Yandex, Putin",reuters
26,3/1/2022,Navalny's supporters call for civil disobedience against Ukraine war,"The movement of jailed Russian opposition leader Alexei Navalny called on Monday for a campaign of civil disobedience to protest against Russia\'s invasion of Ukraine.""Putin declared war on Ukraine and is trying to make everyone think that Ukraine was attacked by Russia, that is, by all of us. But that\'s not right,"" the Navalny team wrote on its Twitter account.""We must show that we do not support the war. We call on Russians to show civil disobedience. Do not be silent.""Register now for FREE unlimited access to Reuters.comRegisterNavalny, the most prominent opponent of President Vladimir Putin, was jailed last year when he returned to Russia from Germany after recovering from what Western laboratory tests established was an attempt to poison him with a nerve agent in Siberia. Russia denied carrying out such an attack.Since then, authorities have clamped down even more tightly on his movement, and key figures have fled into exile after being designated by the authorities as ""foreign agents"".The OVD-Info group which monitors protests and arrests in Russia said 6,006 people had so far been arrested for anti-war demonstrations since Russia invaded Ukraine on Feb.27 in what Putin said was a special operation to demilitarise and ""denazify"" the country. Ukraine and the West have dismissed that justification as baseless propaganda.Register now for FREE unlimited access to Reuters.comRegisterReporting by Mark Trevelyan; Editing by Hugh Lawson and Mark HeinrichOur Standards: The Thomson Reuters Trust Principles.","Hugh Lawson, Mark HeinrichOur, Vladimir Putin, Mark Trevelyan, Russia\\, Putin, Alexei Navalny",reuters
27,3/1/2022,How Europe can kick its Russian gas habit,"Europe needs to wean itself off Russian gas. The Ukraine crisis has shown the folly of relying on Moscow for a large chunk of the continent’s 500 billion cubic metres (bcm) of annual supplies. Kicking the habit will take a concerted decade-long push.Last year Russia piped about 150 bcm of gas to Europe. Shrinking that to zero over a decade means replacing 15 bcm a year. Yet Europe is also phasing out 100 bcm of coal-fired electricity on climate concerns, and its own production of gas is declining at 5 bcm a year. So Europe would need to make up an annual shortfall of 30 bcm, according to Bernstein analysts.Renewable energy can fill some of the gap. If European countries keep building at the current rate, new wind and solar power projects will provide the equivalent of 11 bcm and 6.5 bcm, respectively. If the United States sends a third of its liquefied natural gas (LNG) to Europe, up from 20% last year, that’s a further 6.8 bcm. Delaying the planned phase-out of existing nuclear power stations would replace 4.8 bcm of gas demand. Finally, investing in building insulation and installing 2 million new electric heat pumps instead of gas boilers every year would save a further 4 bcm.Register now for FREE unlimited access to Reuters.comRegisterAll this combined would provide 33 bcm of replacement power a year. But apart from cranking up wind and solar, which are already cheaper than fossil fuels, none of the other steps are straightforward. LNG suppliers ship to where prices are highest, and Europe’s facilities that turn the liquid fuel back into gas aren’t evenly distributed. Nuclear power is politically and environmentally contentious, and heat pumps require extensive subsidies.To pull it off, Europe’s politicians will need help. Historically minded analysts wonder if the United States can reprise the spirit of the 1940s, when it provided funds to rebuild Europe and mobilised an airlift to Berlin. For a start, America could put pressure on Qatar, Australia and its own private companies to divert LNG cargoes to Europe. It could also help finance subsidies for heat pumps, or bolster Europe’s inadequate gas storage facilities.Domestic consumers could help too. If 500 million Europeans took a cold shower and turned the heating off one day a month, they would reduce gas consumption by 4 bcm annually, Bernstein reckons. Shaking Europe’s addiction to Russian gas will require everyone to pitch in.Reuters Graphics Reuters GraphicsFollow @gfhay, @LJucca on Twitter(The authors are Reuters Breakingviews columnists. The opinions expressed are their own.)CONTEXT NEWS- Germany aims to speed up wind and solar energy projects, the country’s economy ministry said on Feb. 28, as the war in Ukraine underscored the need to reduce reliance on Russian gas.- Berlin also announced plans to ensure the country’s gas storage facilities are full at the beginning of winter, irrespective of the interests of their operators, the ministry said.- Economy Minister Robert Habeck plans to speed the passage of the Renewable Energy Sources Act through parliament so that it can come into force by July 1. The act would see Germany suspend cuts to subsidies for new solar panels on roofs this year and increase tenders for new solar projects to 20 gigawatts by 2028, from about 5 gigawatts now, and keeping them at that level until 2035, the ministry said.- Germany would also boost tenders for onshore wind energy projects to 10 gigawatts annually by 2027, from about 2 gigawatts now, and keep them at that level through to 2035.- UK natural gas futures for next-month delivery were trading at 254 pence per therm as of 0950 GMT on March 1, compared to 10-year highs of 322 pence and 336 pence recorded on Feb. 24 and Dec. 22, respectively.Register now for FREE unlimited access to Reuters.comRegisterColumn by George Hay in London and Lisa Jucca in Milan. Editing by Peter Thal Larsen and Oliver Taslic. Graphic by Vincent Flasseur.Our Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Peter Thal Larsen, George Hay, Oliver Taslic, Bernstein, Robert Habeck, Vincent Flasseur, Lisa Jucca",reuters
28,3/2/2022,India’s Russian romance will be hard to stifle,"India will struggle to occupy the Ukrainian middle ground. Prime Minister Narendra Modi faces mounting pressure from Europe and Washington to align against Russia, but quick-shifting geopolitical sands make the decision a more delicate one than for most countries.In a diplomatic nod, New Delhi abstained in two votes against Russia’s interests at the U.N. Security Council last month. Instead, Modi signalled his discomfort with Moscow’s decision to roll its tanks towards Kyiv by offering to help broker peace. He is in no hurry to oppose a country that has been a mostly reliable partner for decades on Chinese matters and India’s tussle with Pakistan over Kashmir.The case for preserving the Russian relationship is rooted in a mutual desire for strategic autonomy. It extends well beyond any Indian ambition to protect its biggest defence supplier, a legacy of the Cold War. Russia’s top trading partner is China, India’s adversary. India’s biggest trading partner is the United States, whose tension with China persists. Those dynamics mean India and Russia help each other curb the other’s dependence on a superpower.Register now for FREE unlimited access to Reuters.comRegisterWhat’s more, while India is a vital part of the so-called Quad that implicitly aims to check China’s economic and military regional expansion, the alliance with the United States, Japan and Australia is relatively new. After watching recent events unfold in Hong Kong and Afghanistan, it’ll be hard to convince Indians that the West would rush to their aid.Before the Ukraine crisis, India was ready to deepen its $10 billion bilateral trade relationship with Moscow. Russian energy accounts for a tiny share of India’s oil and gas imports but the expected growing demand makes it particularly vulnerable to increasing price volatility from the worldwide transition to renewables from fossil fuels. Ramping up bilateral investment, as China has just done with Russia, looked like a sensible approach.  read more Even if New Delhi sticks to its position on Ukraine, Western sanctions will complicate purchases of diamonds, arms, fertiliser and more, and force a rethink of the longer-term energy strategy. Pushing Moscow closer to Beijing  read more  also will make Vladimir Putin’s Russia a less reliable partner for the South Asian country. India’s perch on the fence is awkward.(The author is a Reuters Breakingviews columnist. The opinions expressed are her own.)Follow @ugalani on TwitterCONTEXT NEWS- Prime Minister Narendra Modi offered to help with peace efforts in the Ukraine crisis during a Feb. 26 phone call with President Volodymyr Zelenskiy.- Modi expressed his ""deep anguish about the loss of life and property due to the ongoing conflict"" while reiterating his call for an immediate cessation of violence and a return to dialogue, according to a government statement.- On Feb. 25, India along with China and United Arab Emirates abstained from voting for a U.N. Security Council resolution to deplore Moscow\'s invasion of Ukraine, drawing criticism in the West but praise from Moscow with which it has long standing defence ties. India on Feb. 27 abstained from a related procedural vote calling for an emergency special session on the Ukraine crisis.Register now for FREE unlimited access to Reuters.comRegisterEditing by Jeffrey Goldfarb and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Vladimir Putin, Jeffrey Goldfarb, Volodymyr Zelenskiy.-, Narendra Modi",reuters
29,3/3/2022,China’s Belt and Road strafed by Vladimir Putin,"Russia is destroying what China is trying to build. Having refused to condemn President Vladimir Putin’s invasion of Ukraine and suppressed domestic criticism of Russia, Beijing is alienating many eastern European countries where it is constructing trade, investment and technology relationships under its ambitious Belt and Road Initiative.Ukraine is strategically positioned across rail, road and energy pipelines linking Russia to the rest of Europe. Since it joined President Xi Jinping’s signature infrastructure policy in 2017, Chinese companies have been upgrading the country’s ports and subways. And in 2020 Kyiv signed a memorandum of understanding with telecoms giant Huawei Technologies, which the United States has been trying to drive out of worldwide networks. With a population of 44 million, Ukraine provides an attractive market for companies such as smartphone maker Xiaomi (1810.HK), and it is an important source of agricultural produce. China bought 30% of its corn imports from Ukraine in 2021.With Russian army convoys advancing toward Kyiv, Beijing is stuck watching missiles wreck a country once receptive to its overtures. The attacks are galvanizing pan-European sentiment against China, which refuses to call Russia’s move an invasion. As the West and Moscow make it harder for private companies to transact, the flow of goods along the “Iron Silk Road,” a rail system across which $75 billion of Chinese products travelled to Europe in 2021, is likely to slow.Register now for FREE unlimited access to Reuters.comRegisterAnother casualty of war might be China’s relationship with Poland, which has been trying to strike its own balance between Beijing and Washington. Poland is a major rail node on the Belt and Road and hosts Huawei’s regional headquarters. Having experienced tribulations under Russian dominance, it is now being swamped by Ukrainian refugees who blame China for supporting Putin. Former Soviet satellites are aligning more closely with NATO and the European Union, further undermining Beijing’s strategy in the region.China’s investment in the EU was already cooling. Its M&A deals there dipped to 6.5 billion euros in 2020, a 10-year low. Having miscalculated by openly backing Putin, Beijing is now trying to hedge that position. Unless it can orchestrate peace, however, the diplomatic and commercial damage will be hard to repair.Follow @petesweeneypro on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- Russian military commanders intensified bombardment of urban areas in Ukraine on March 2 after its ground forces struggled to make gains against Ukrainian resistance.- On March 1 Chinese Foreign Minister Wang Yi spoke with Ukrainian Foreign Minister Dmytro Kuleba. He told Kuleba that China has always advocated respect for the sovereignty and territorial integrity of all countries but added that “regional security cannot be achieved by expanding military blocs,” a reference to Russia’s objections to Ukraine joining NATO.Register now for FREE unlimited access to Reuters.comRegisterEditing by Jeffrey Goldfarb and Thomas ShumOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Vladimir Putin, Jeffrey Goldfarb, Dmytro Kuleba, Thomas ShumOur Standards, Wang Yi, Putin, Xi Jinping, Xiaomi",reuters
30,3/4/2022,China’s parliament can justify new rubber stamp,"China’s rubber-stamp parliament could be a forum for more substantive debate this year. The weeklong “Two Sessions” of the National People’s Congress and the Chinese People’s Political Consultative Conference are usually scripted, self-congratulatory affairs. The 2022 agenda might be hurriedly rewritten as Ukraine and Hong Kong disrupt plans.Reports transmitted from the gathering on economic targets and industrial policy initiatives are closely watched by investors. The broad expectation is that China will announce a GDP growth target higher than 5% for 2022. The goal might be tough to hit, but there are more fundamental issues for the 5,000 delegates to discuss.Russia’s invasion of Ukraine has opened a door for China to move closer to the West and warm relations with the United States. American politicians want Beijing to use its considerable sway with Vladimir Putin to help stop the attacks. There are Chinese self-interests to consider too.Register now for FREE unlimited access to Reuters.comRegisterAn explosion of Covid-19 cases in Hong Kong also warrants deeper discussion. The Asian financial hub is now one of the world’s worst-stricken cities despite harsh border controls and mask mandates. There’s a stronger case to be made for China to abandon its commitment to eliminating the virus within its borders.Meanwhile, ructions in the property market, part of a wider economic slowdown, have severely disrupted activity. Should financial technocrats stick to their hard line on deleveraging, which would imply a much slower growth target, or sharply relax policy?  read more The war in Ukraine also has limned China’s dependence on the U.S. dollar and highlighted its exposure to sanctions if it were to make a move on Taiwan, which Beijing considers a renegade province. To insulate itself, China may accelerate its push to reduce dependence on foreign imports and enact deeper reforms to spur the internationalisation of its currency. Alternatively, Chinese officials might reconsider the confrontational doctrine with the West, and reflexive anti-Americanism that blinded it to Russia risks.Ultimately, the legislators have little real power. Even so, opinions from across the country, expressed behind closed doors, will trickle up and may inform the tone of the Communist Party’s National Congress, a quinquennial event to be held later this year. In that context, there’s good reason to try a new rubber stamp.Follow @petesweeneypro on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- The gathering of the Chinese People’s Political Consultative Conference and the National People’s Congress is set to start on March 4 and March 5, respectively, and run for roughly a week. Economic targets, including gross domestic product, are usually announced during the sessions, plus budgetary items, economic strategy and new legislation.- The meetings, also known as the Two Sessions, will convene a combined 5,000 delegates under the same roof in Beijing's Great Hall of the People.- The Chinese Communist Party intends to assemble its 20th National Congress, an event that takes place every 5 years, in the second half of 2022, according to state media.Register now for FREE unlimited access to Reuters.comRegisterEditing by Jeffrey Goldfarb and Katrina HamlinOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.""","Vladimir Putin, Jeffrey Goldfarb, Reuters.comRegisterAn",reuters
31,3/4/2022,Euro's Ukraine battering intensifies ECB migraine,"A slumping euro will aggravate European Central Bank President Christine Lagarde’s already difficult policy predicament. The euro zone economy is more exposed than other regions to the fallout from Russia's invasion of Ukraine and the knock-on effects of sanctions, which is why the single currency is falling. Its broad-based slide will make imports more expensive and exacerbate high inflation.The euro on Friday fell below $1.10 for the first time in nearly two years and was on track for its biggest daily percentage decline since March 2020, a time of massive demand for dollar funding as Covid-19 hit the West. Something similar is happening again, making the greenback generally strong. A gauge of funding stress in global financial markets, the gap between the U.S three-month forward interest rate and the three-month overnight index swap rate, just hit its highest since May 2020. But this time, Europe’s single currency is also displaying independent weakness: It slid to a seven-year low against the Swiss franc and to its weakest since 2016 against the British pound.There are good reasons. Europe had close commercial ties with Russia so war and sanctions will inflict damage on euro zone exporters and its companies’ supply chains. In 2021, Russia was the fifth-largest partner for EU exports of goods and the third largest for EU imports of goods, according to the European Commission. Germany, Europe’s biggest economy, was both the largest importer of goods from the country and the largest exporter of goods there. The single currency bloc also depended more heavily on Russian energy than other regions. And geographical proximity is a decided negative for sentiment in the aftermath of a Russian assault on the Zaporizhzhia nuclear power plant, Europe’s largest  read more .Register now for FREE unlimited access to Reuters.comRegisterFor Lagarde, the reasons for the euro’s slide matter less than the consequences. A falling currency makes imports pricier at a time when inflation has just hit a record high of 5.8%, nearly three times the ECB’s target. The problem is all the greater because the price of oil, denominated in dollars, is already soaring. Expected efforts to control inflation would come at the expense of economic activity, while changing tack to support the economy would risk prolonged price pressures. She can’t win.Follow @swahapattanaik on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are her own.)CONTEXT NEWS- The euro fell against other major currencies on March 4 as Russia's invasion of Ukraine threatened to damage Europe’s economic prospects. The single currency fell to $1.0884, the weakest since May 2020, and hit a seven-year low of 1.0024 Swiss francs.- The euro also lost ground against the British pound, falling to 82.29 pence, its lowest level since 2016.Register now for FREE unlimited access to Reuters.comRegisterEditing by Richard Beales and Pranav KiranOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.""","Richard Beales, Lagarde, Christine Lagarde",reuters
32,3/5/2022,Europe at war: Six charts to know in financial markets,"Russia's escalating war in Ukraine has sent commodity and energy prices soaring, boosted safe havens and hammered Europe's common currency and its stock markets.Below are six charts showing the recent dramatic market moves:EURO IN THE DOLDRUMSRegister now for FREE unlimited access to Reuters.comRegisterThe euro fell below $1.10 on Friday for the first time in almost two years , having shed over 3% against the dollar this week for its biggest weekly fall since March 2020.The single currency was nursing even bigger losses against the Swiss franc . It is down almost 4% over the week in its biggest such fall since January 2015, when Switzerland abandoned the franc's three-year-old cap against the euro.Worries that Russia's invasion of Ukraine will deal the economy a fresh blow, especially as energy prices soar, explain why the currency is one of the week's biggest losers.The euro takes a beatingGRAINS & METALSPrices of raw materials from wheat to various metals have soared to multi-year highs as Western sanctions have disrupted air and sea shipments of commodities produced and exported by Russia.Russia and Ukraine are two of the world's biggest exporters of wheat, which scaled a 14-year peak on Friday, having gained nearly 40% since Russia invaded Ukraine on Feb. 24.Russia is also a supplier of metals. Aluminium hit a record high on Friday while copper, where the country supplies 3.5% of world supplies, was also flirting with a fresh all-time peak.Grains and metalsENERGY & GASBrent crude prices rose another 21% over the week, closing at their highest since 2013, with buyers and shippers increasingly shunning Russian oil supplies which total up to five million barrels per day (bpd).Neither the possibility of a million bpd of Iranian crude coming on tap in case of a revived nuclear deal with the West nor developed countries' deal for a coordinated release of 60 million barrels made a dent.European gas prices notched an astonishing 120% weekly gain , to hit 208 euros per megawatt hour -- a record high.Brent crude and European gas pricesEUROPEAN BANKS PUNISHEDEuropean banks had another gruelling week, hit by a triple whammy of Western sanctions on Russia, a scaling back of rate hike expectations and a worsening macroeconomic environment.The moves reverse all the gains made earlier this year when it appeared that economic recovery would allow central banks to raise interest rates, benefiting banks.A European banking stocks index fell around 16% (.SX7E), its worst week since March 2020, bringing year-to-date losses to 20%. Shares in Russia-exposed lenders such as Austria's Raiffeisen (RBIV.VI) and France's SocGen (SOGN.PA) fell around a third over the week.European banking stocks down over 16% this weekLOVING BUNDSTurmoil in European markets, heightened uncertainty over the economic outlook and a scaling back of rate-hike bets meant investors were keen to snap up safe-haven bonds.In Germany -- the euro area's benchmark bond issuer -- 10-year bond yields fell 30 bps this week in their biggest one-week fall since the euro debt crisis in 2011.At -0.08% , German Bund yields are back in negative yield territory. In other words, investors are willing to pay Germany's government to hold its bonds in an uncertain environment. That was not the case a week ago, when Bund yields stood at 0.22%.Bund yields below zeroROUBLE DISCONNECTRussia's rouble has tumbled more than 30% in offshore trade - its worst week on record - and around 20% in Moscow trade. Bid-ask spread are very wide - a sign of evaporating liquidity.The divergence between onshore and offshore trade illustrates just how disconnected Russia has become from global financial markets after severe sanctions and countermeasures.Russia rouble disconnectRegister now for FREE unlimited access to Reuters.comRegisterReporting by Karin Strohecker, Dhara Ranasinghe and Sujata Rao in London; Editing by Christina FincherOur Standards: The Thomson Reuters Trust Principles.""","Sujata Rao, Christina, Dhara Ranasinghe, DISCONNECTRussia, Karin Strohecker",reuters
33,3/7/2022,Breakingviews: Russia’s reverse globalisation will test Putin,"Russia spent three decades integrating itself into the global economy. The repercussions of President Vladimir Putin’s invasion of Ukraine are winding the clock back in a matter of weeks. It’s a real-time test of how a nation copes when Western technology, capital and consumer goods are suddenly cut off.The speed with which Russia has unplugged from the developed world is breathtaking. Economic sanctions and public outrage are compelling big companies like Apple (AAPL.O), Nike and Ikea to halt Russian sales  read more . Shipping groups have suspended container traffic while international air travel has stopped. Oil giants and global accounting firms are pulling out. Moody’s, which last week deemed Russian government debt worthy of an investment grade rating, now says the country is at risk of default  read more .The rupture is deliberate. Financial sanctions imposed by America, Europe and Japan exposed big weaknesses in Putin’s economic defences, disabling as much as half the country’s $630 billion stash of foreign exchange reserves and triggering a run on the rouble  read more . Restrictions on exports of computers, telecoms kit and aircraft parts will hobble Russian industry, which has been increasingly enmeshed into global supply chains. Putin and his officials have responded by preventing capital from leaving the country, abruptly severing intricate financial links.Register now for FREE unlimited access to Reuters.comRegisterAmbiguity over the reach of sanctions – and the possibility of further measures – have magnified their disruptive impact. Technology suppliers have stopped fulfilling orders while their lawyers work out what’s permitted. And though Western countries are currently still allowed to buy Russian oil and gas, buyers risk a backlash, as Shell (SHEL.L) found after picking up a discounted cargo of crude on Friday  read more . Banks and payments providers are wary of transferring cash, even if sanctions do not apply.Putin has ways to limit the damage. Russia’s need for foreign capital is limited as exports have exceeded imports every year since 1998 due to overseas sales of energy, which the International Monetary Fund reckons contributed roughly 11% of GDP last year. While the United States is now discussing an oil embargo and Europe plans to rapidly kick its Russian gas habit, China and India may over time prove more willing buyers of Russian hydrocarbons. And the People’s Republic – already Russia’s largest trade partner – can supply some of the electronics and machinery that the West will no longer deliver. Such a pivot will take years, however.This is not the only example of globalisation going backwards. The United States has in recent years become more hostile to Chinese investment, while the People’s Republic wants to depend less on U.S. technology. This has prompted suggestions that the two economies could decouple entirely. Meanwhile, the global pandemic has forced governments to reconsider their reliance on distant suppliers for everything from pharmaceuticals to semiconductors. Pariah states like Iran have operated under various types of U.S.-led sanctions for decades, while North Korea has been pursuing self-sufficiency since the 1950s. But no large country has completely exited the global trade and financial system that emerged after the Cold War.The consequences of Russia’s reverse globalisation are therefore hard to predict. In the short term, life will get worse. Putin’s government can ramp up domestic production of some goods, but others are impossible to replace in the short term. Airbus (AIR.PA) and Boeing (BA.N), which have stopped delivering spare parts and servicing aircraft in Russia, supplied all but nine of flag carrier Aeroflot’s (AFLT.MM) 186-strong fleet. Russia struggles to make its own semiconductors, so products from cars to mobile phone equipment will become scarce. Businesses that use software provided by the likes of SAP (SAPG.DE) and Oracle (ORCL.N), which have both halted sales and support, will have to rethink their systems.Increasing isolation will widen an economic gap that 30 years of globalisation has failed to close. Russian citizens on average produced about three times as much economic output in real terms in 2020 as three decades earlier, but wealthier Western economies did at least as well, according to World Bank data. In 1990, America’s output per head of population was almost seven times Russia’s; in 2020, the ratio was still over six times.Many Russians will therefore barely register the disappearance of BMW , Netflix or Johnnie Walker. Nevertheless, they have become unwilling participants in a real-time test of what happens when a country tries to rewind globalisation at warp speed. Whether Russians are willing to accept the consequences will help determine whether Putin continues his deadly assault on Ukraine, or whether he is eventually forced to back down.Follow @peter_tl on Twitter(The author is a Reuters Breakingviews columnist. The opinions expressed are his own.)CONTEXT NEWS- Oil prices soared and shares sank on March 7 as the risk of a U.S. and European ban on imports from Russia and delays in Iran’s renewed nuclear talks boosted commodities and threatened a stagflationary shock for world markets.- Streaming service Netflix, top accounting firms KPMG and PwC and financial services firm American Express on March 6 cut ties with Russia as the country’s conflict with Ukraine escalated.- The announcements follow a number of other Western companies including sneakers maker Nike, Sweden’s home furnishing retailer Ikea and French luxury goods firm Hermès International, which have closed shops or offices or ceased operations as trade restrictions and supply constraints have added to political pressure for companies to stop business in Russia.- Brent crude was up 6% at $125 a barrel by 0945 GMT on March 7 while the STOXX 600 Index of European equities was down 3%. The euro fell as low as $1.0820, its weakest since May 2020.Register now for FREE unlimited access to Reuters.comRegisterEditing by Swaha Pattanaik and Oliver TaslicOur Standards: The Thomson Reuters Trust Principles.Opinions expressed are those of the author. They do not reflect the views of Reuters News, which, under the Trust Principles, is committed to integrity, independence, and freedom from bias.","Brent, Vladimir Putin, Swaha Pattanaik, Putin",reuters
